flops_per_token,energy_per_token_kwh,latency_simulation_simulate,latency_simulation_delay_min,latency_simulation_delay_max,latency_numeric,latency_constant,latency_bursty,burst_0.1_0.2,burst_0.05_0.1,burst_0.4_0.5,burst_0.2_0.4
1034544128.0,1.8289813364640197e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.9309749289870483e-06,True,0.4,0.5,0.45,True,False,False,False,False,False
1034544128.0,1.8495040731554688e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.7961676237534424e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.927536863068579e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.901874883096338e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,2.1119367168233336e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.854306105283728e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.909230347115167e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8916856309216004e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8909491562077882e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8061417205133057e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.95632658118996e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8486275164417785e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.9756902320894104e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,2.1044829091696045e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,2.079861965008313e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8646472490051575e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.5533220891311158e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8381334577628418e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.7386848386872254e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,2.0114671661773317e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.824533492246399e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.9191129175655213e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8011124052324707e-06,True,0.05,0.1,0.07500000000000001,True,False,False,False,False,False
1034544128.0,2.004788197854315e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.736775145945929e-06,False,0.0,0.0,0.0,True,True,False,False,False,False
1034544128.0,1.9446248434223145e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.868129928516626e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8417981975688049e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8065584374019105e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,2.0775635886535277e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8181556509737305e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.865307052385327e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.7966971451370482e-06,True,0.1,0.2,0.15000000000000002,True,False,False,False,False,False
1034544128.0,1.8803675279021484e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.664997217993878e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.6933755427864624e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6314916196012633e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6895769739323913e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6054763641897277e-06,True,0.2,0.4,0.30000000000000004,True,False,False,False,False,False
1034544128.0,1.7252750121165587e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.5430046859591247e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.7686879144475465e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.6486064703873718e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8159974250467957e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.725054813219043e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.7123199315247986e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.6431089053311645e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.5404785627163756e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.5528217826608032e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.5433053975361084e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.6428272533680848e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.7780150465868165e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.819795222017395e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6537129879252075e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.5897286059413758e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.5528150190308654e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.6005054548731079e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.560221225609552e-06,True,0.1,0.2,0.15000000000000002,True,False,False,False,False,False
1034544128.0,1.6026981839018372e-06,True,0.2,0.4,0.30000000000000004,True,False,False,False,False,False
1034544128.0,1.627238208604181e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6185929953560975e-06,True,0.4,0.5,0.45,True,False,False,False,False,False
1034544128.0,1.6706111342324647e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.6983515038904845e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.543830529682843e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.6914039443579406e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.5543173814663026e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.7644771775716552e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.7705915648893617e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.7521243741648987e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.5986052828736206e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.6529928144802063e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.9374584570869446e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.6906669678111451e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.5525411044382934e-06,False,0.0,0.0,0.0,True,True,False,False,False,False
1034544128.0,1.8106686057079773e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8451069616163574e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.7882004985441833e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.811720177205139e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8613532611951416e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.958116109745874e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8978578487925415e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,2.048425323959204e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,2.023396873322589e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.9803497265952025e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.8570904831163636e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.9641998781838074e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.838994584607135e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8112323935013673e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8380895489661438e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8272763653990357e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8482449916080445e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.8454939390833191e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8775820390202943e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.7965864648818298e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.820609760096527e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,2.1653401225619936e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.950444592695715e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8577436099444946e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8254630814182557e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.5003037315730652e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8349973410226746e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.809910037707727e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8045298278348695e-06,True,0.05,0.1,0.07500000000000001,True,False,False,False,False,False
1034544128.0,1.968632155140204e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.8822385313095093e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,2.014316869898816e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
1034544128.0,1.8139939163988465e-06,True,0.1,0.2,0.15000000000000002,False,True,True,False,False,False
1034544128.0,1.9520201206647276e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.80537755410271e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.74329824182005e-06,True,0.4,0.5,0.45,False,True,False,False,True,False
1034544128.0,1.8642910433236512e-06,True,0.05,0.1,0.07500000000000001,False,True,False,True,False,False
1034544128.0,1.8067030733210998e-06,True,0.2,0.4,0.30000000000000004,False,True,False,False,False,True
